transaction_id,customer_id,amount,timestamp,merchant,category,location,device_type,is_fraud
TXN_0064291,CUST_00751,55.93,2026-02-07 22:53:15,Walmart,entertainment,"London, UK",desktop,0
TXN_0014532,CUST_01829,142.02,2026-01-28 13:41:07,Amazon,groceries,"Mumbai, IN",mobile,0
TXN_0017934,CUST_01671,17.56,2026-01-17 16:47:21,Uber,retail,"New York, US",mobile,0
TXN_0033609,CUST_00826,137.43,2026-01-17 07:32:27,Amazon,travel,"Mumbai, IN",desktop,0
TXN_0049960,CUST_00450,32.06,2026-03-01 21:25:35,Walmart,groceries,"Mumbai, IN",desktop,0
TXN_0066599,CUST_00364,17.98,2026-02-01 15:05:46,Walmart,retail,"London, UK",mobile,0
TXN_0099090,CUST_00118,2120.79,2026-01-08 02:16:28,Apple,electronics,"Tokyo, JP",desktop,1
TXN_0034452,CUST_01040,85.37,2026-02-28 20:31:07,Gas Station,travel,"New York, US",desktop,0
TXN_0034081,CUST_01939,102.24,2026-02-07 19:23:48,Gas Station,retail,"Mumbai, IN",pos_terminal,0
TXN_0063588,CUST_00525,48.11,2026-02-25 15:49:54,Amazon,travel,"Mumbai, IN",desktop,0
TXN_0004294,CUST_01566,9.41,2026-01-18 19:27:11,Uber,entertainment,"Mumbai, IN",mobile,0
TXN_0069103,CUST_01303,38.61,2026-02-13 18:35:25,Walmart,groceries,"London, UK",desktop,0
TXN_0086412,CUST_00530,107.44,2026-01-26 11:39:13,Amazon,travel,"London, UK",desktop,0
TXN_0099477,CUST_00259,1542.75,2026-02-11 04:22:32,Apple,electronics,"Tokyo, JP",mobile,1
TXN_0053930,CUST_00958,5.64,2026-03-01 11:24:36,Gas Station,retail,"Mumbai, IN",mobile,0
TXN_0087071,CUST_00603,121.25,2026-02-11 12:02:21,Walmart,travel,"London, UK",mobile,0
TXN_0065084,CUST_00124,73.32,2026-02-05 17:25:24,Apple,travel,"Mumbai, IN",pos_terminal,0
TXN_0030713,CUST_01409,61.74,2026-01-27 20:49:51,Walmart,travel,"Mumbai, IN",mobile,0
TXN_0049183,CUST_01251,50.43,2026-01-28 22:43:21,Uber,travel,"Mumbai, IN",mobile,0
TXN_0057235,CUST_01076,54.09,2026-01-04 06:13:22,Walmart,retail,"Mumbai, IN",mobile,0
TXN_0015664,CUST_00128,50.24,2026-02-16 13:22:27,Uber,retail,"Mumbai, IN",desktop,0
TXN_0019967,CUST_01943,105.61,2026-01-13 10:41:03,Netflix,entertainment,"Mumbai, IN",mobile,0
TXN_0091913,CUST_01461,22.74,2026-02-24 11:45:07,Gas Station,entertainment,"Mumbai, IN",mobile,0
TXN_0091958,CUST_01335,37.12,2026-01-16 10:53:50,Netflix,travel,"London, UK",desktop,0
TXN_0081347,CUST_00223,27.71,2026-02-12 10:23:07,Netflix,travel,"London, UK",desktop,0
TXN_0055326,CUST_01597,42.6,2026-01-15 15:31:21,Gas Station,entertainment,"Mumbai, IN",desktop,0
TXN_0029858,CUST_00426,18.83,2026-01-17 20:46:03,Walmart,entertainment,"Mumbai, IN",mobile,0
TXN_0071223,CUST_00361,173.68,2026-01-26 22:37:08,Gas Station,retail,"New York, US",desktop,0
TXN_0052459,CUST_00711,13.99,2026-01-26 10:48:03,Uber,retail,"New York, US",desktop,0
TXN_0088346,CUST_01495,80.41,2026-02-02 18:32:43,Uber,retail,"London, UK",pos_terminal,0
TXN_0082364,CUST_00448,73.96,2026-02-11 07:01:43,Uber,groceries,"Mumbai, IN",mobile,0
TXN_0065350,CUST_00122,42.93,2026-02-06 22:51:22,Apple,groceries,"New York, US",mobile,0
TXN_0059650,CUST_00900,21.81,2026-03-01 16:15:17,Uber,groceries,"New York, US",mobile,0
TXN_0044953,CUST_01004,43.22,2026-02-14 21:18:24,Apple,retail,"New York, US",mobile,0
TXN_0039526,CUST_00892,9.34,2026-01-05 19:23:17,Walmart,retail,"New York, US",desktop,0
TXN_0013936,CUST_00466,116.28,2026-01-19 08:18:48,Amazon,retail,"London, UK",mobile,0
TXN_0093781,CUST_00973,23.98,2026-02-12 14:07:39,Amazon,travel,"London, UK",mobile,0
TXN_0089885,CUST_00977,6.99,2026-02-17 20:57:08,Apple,entertainment,"London, UK",mobile,0
TXN_0081144,CUST_01552,17.87,2026-01-07 09:27:22,Gas Station,travel,"Mumbai, IN",pos_terminal,0
TXN_0095800,CUST_01918,44.14,2026-01-24 08:46:35,Netflix,retail,"Mumbai, IN",mobile,0
TXN_0089405,CUST_01703,11.86,2026-02-09 20:01:04,Netflix,groceries,"Mumbai, IN",mobile,0
TXN_0055224,CUST_00917,46.53,2026-01-11 08:25:34,Walmart,retail,"London, UK",desktop,0
TXN_0073646,CUST_00407,18.98,2026-02-14 07:03:20,Netflix,travel,"London, UK",mobile,0
TXN_0066294,CUST_00669,22.02,2026-01-24 10:01:41,Walmart,retail,"New York, US",desktop,0
TXN_0065540,CUST_01897,51.05,2026-02-28 07:27:29,Netflix,entertainment,"Mumbai, IN",mobile,0
TXN_0028111,CUST_00779,22.77,2026-02-06 12:12:50,Uber,entertainment,"New York, US",pos_terminal,0
TXN_0041929,CUST_01386,24.17,2026-01-12 14:10:14,Apple,travel,"London, UK",pos_terminal,0
TXN_0086547,CUST_01646,6.63,2026-02-16 16:31:20,Apple,entertainment,"London, UK",desktop,0
TXN_0082586,CUST_01513,34.96,2026-01-01 09:33:09,Walmart,groceries,"New York, US",mobile,0
TXN_0038604,CUST_01454,230.12,2026-02-12 16:15:52,Apple,retail,"Mumbai, IN",mobile,0
TXN_0091658,CUST_00026,12.41,2026-02-15 17:42:00,Apple,retail,"Mumbai, IN",desktop,0
TXN_0062787,CUST_00556,139.53,2026-01-07 15:21:07,Walmart,entertainment,"New York, US",mobile,0
TXN_0084341,CUST_00172,27.59,2026-01-12 08:23:37,Amazon,groceries,"New York, US",mobile,0
TXN_0039875,CUST_01943,79.32,2026-01-18 19:58:50,Apple,travel,"New York, US",mobile,0
TXN_0078469,CUST_01826,219.55,2026-02-08 12:01:29,Gas Station,travel,"London, UK",pos_terminal,0
TXN_0031632,CUST_00983,8.45,2026-01-04 12:13:37,Apple,entertainment,"Mumbai, IN",desktop,0
TXN_0014953,CUST_01869,24.02,2026-02-15 11:37:58,Uber,groceries,"New York, US",mobile,0
TXN_0039332,CUST_00311,127.53,2026-01-01 21:14:31,Netflix,groceries,"London, UK",pos_terminal,0
TXN_0048588,CUST_00523,16.23,2026-02-11 08:36:39,Walmart,groceries,"Mumbai, IN",mobile,0
TXN_0083595,CUST_01113,62.38,2026-02-21 12:10:37,Walmart,retail,"Mumbai, IN",mobile,0
TXN_0041488,CUST_00110,11.52,2026-01-14 09:36:47,Amazon,travel,"London, UK",mobile,0
TXN_0039628,CUST_00378,52.27,2026-01-02 12:10:48,Walmart,retail,"London, UK",mobile,0
TXN_0087895,CUST_01019,5.48,2026-02-03 17:21:25,Uber,retail,"London, UK",desktop,0
TXN_0026304,CUST_01770,15.42,2026-02-09 14:03:25,Uber,groceries,"Mumbai, IN",mobile,0
TXN_0067404,CUST_00276,91.96,2026-02-20 19:39:50,Walmart,entertainment,"New York, US",mobile,0
TXN_0098085,CUST_01612,67.74,2026-01-23 07:51:17,Gas Station,travel,"Mumbai, IN",mobile,0
TXN_0095602,CUST_01096,72.18,2026-01-03 09:49:37,Netflix,entertainment,"Mumbai, IN",desktop,0
TXN_0005020,CUST_01255,64.86,2026-01-01 11:38:12,Amazon,groceries,"Mumbai, IN",mobile,0
TXN_0005224,CUST_01337,59.94,2026-01-17 12:22:42,Uber,travel,"London, UK",desktop,0
TXN_0015781,CUST_01577,107.23,2026-01-15 13:56:39,Walmart,travel,"London, UK",mobile,0
TXN_0045557,CUST_00257,11.56,2026-02-12 11:54:59,Amazon,entertainment,"London, UK",desktop,0
TXN_0012897,CUST_00177,34.01,2026-02-08 11:05:39,Netflix,entertainment,"London, UK",mobile,0
TXN_0034305,CUST_01298,31.15,2026-01-24 17:48:17,Walmart,travel,"London, UK",pos_terminal,0
TXN_0093323,CUST_00076,45.17,2026-02-24 13:50:22,Walmart,entertainment,"Mumbai, IN",desktop,0
TXN_0005325,CUST_01250,59.23,2026-01-12 19:23:49,Apple,entertainment,"New York, US",desktop,0
TXN_0052926,CUST_00342,98.0,2026-02-01 06:52:34,Netflix,retail,"New York, US",mobile,0
TXN_0062865,CUST_00259,39.78,2026-01-04 20:03:36,Walmart,groceries,"New York, US",mobile,0
TXN_0008019,CUST_00569,6.36,2026-02-21 16:16:41,Netflix,retail,"Mumbai, IN",mobile,0
TXN_0082945,CUST_00633,114.84,2026-01-24 21:36:26,Gas Station,retail,"Mumbai, IN",mobile,0
TXN_0090377,CUST_00815,10.08,2026-02-25 19:11:17,Uber,groceries,"London, UK",pos_terminal,0
TXN_0041721,CUST_01383,112.05,2026-01-07 09:38:55,Walmart,travel,"London, UK",mobile,0
TXN_0000867,CUST_01857,46.35,2026-01-01 21:02:31,Gas Station,entertainment,"London, UK",desktop,0
TXN_0098444,CUST_01684,47.42,2026-02-13 14:44:11,Netflix,retail,"London, UK",pos_terminal,0
TXN_0083040,CUST_01170,41.93,2026-01-28 20:49:47,Gas Station,retail,"Mumbai, IN",mobile,0
TXN_0013925,CUST_00442,25.67,2026-03-01 20:24:14,Walmart,groceries,"New York, US",mobile,0
TXN_0079893,CUST_00178,30.87,2026-01-21 07:04:19,Netflix,entertainment,"Mumbai, IN",desktop,0
TXN_0031184,CUST_00166,83.21,2026-01-25 19:34:23,Netflix,entertainment,"Mumbai, IN",desktop,0
TXN_0013800,CUST_00858,14.79,2026-02-07 19:02:34,Amazon,entertainment,"Mumbai, IN",mobile,0
TXN_0040989,CUST_01033,6.06,2026-01-13 17:16:58,Walmart,groceries,"New York, US",mobile,0
TXN_0066734,CUST_00110,41.4,2026-02-15 17:49:01,Walmart,entertainment,"London, UK",mobile,0
TXN_0078331,CUST_00608,46.91,2026-02-16 20:46:09,Gas Station,entertainment,"Mumbai, IN",mobile,0
TXN_0024379,CUST_01356,16.18,2026-01-26 14:13:22,Netflix,entertainment,"New York, US",desktop,0
TXN_0023415,CUST_00876,115.27,2026-03-01 12:56:27,Amazon,groceries,"London, UK",mobile,0
TXN_0097560,CUST_01696,12.88,2026-02-26 21:27:54,Walmart,entertainment,"Mumbai, IN",desktop,0
TXN_0022993,CUST_01158,81.71,2026-02-17 08:43:27,Amazon,entertainment,"London, UK",pos_terminal,0
TXN_0003232,CUST_00761,83.96,2026-01-08 19:49:36,Walmart,retail,"Mumbai, IN",mobile,0
TXN_0041996,CUST_01657,11.19,2026-01-17 13:15:26,Netflix,groceries,"London, UK",mobile,0
TXN_0049188,CUST_00658,43.85,2026-01-31 10:21:30,Walmart,retail,"London, UK",mobile,0
TXN_0022515,CUST_01134,5.91,2026-01-07 09:56:07,Apple,groceries,"Mumbai, IN",mobile,0
TXN_0021326,CUST_00260,20.15,2026-02-18 08:32:37,Apple,retail,"London, UK",mobile,0
TXN_0086234,CUST_00064,82.05,2026-02-19 22:22:22,Apple,travel,"New York, US",desktop,0
TXN_0088127,CUST_01712,51.47,2026-02-14 10:05:00,Apple,travel,"New York, US",mobile,0
TXN_0029824,CUST_00589,103.96,2026-02-24 16:17:09,Walmart,retail,"Mumbai, IN",desktop,0
TXN_0092485,CUST_01313,72.26,2026-01-14 09:58:22,Amazon,groceries,"Mumbai, IN",mobile,0
TXN_0068425,CUST_00670,14.34,2026-02-16 17:02:00,Apple,entertainment,"Mumbai, IN",mobile,0
TXN_0064484,CUST_00173,76.52,2026-02-26 17:58:57,Netflix,groceries,"Mumbai, IN",mobile,0
TXN_0051020,CUST_00733,6.6,2026-02-04 06:40:31,Netflix,groceries,"New York, US",desktop,0
TXN_0026754,CUST_01651,33.55,2026-01-30 06:54:46,Netflix,travel,"New York, US",mobile,0
TXN_0049964,CUST_00759,14.03,2026-02-17 17:18:11,Gas Station,travel,"Mumbai, IN",mobile,0
TXN_0042732,CUST_00259,34.81,2026-01-04 10:21:44,Apple,groceries,"New York, US",mobile,0
TXN_0029057,CUST_00278,98.72,2026-03-01 06:35:40,Netflix,retail,"Mumbai, IN",mobile,0
TXN_0055318,CUST_00382,11.5,2026-01-08 17:03:43,Walmart,retail,"New York, US",desktop,0
TXN_0035497,CUST_01261,44.33,2026-02-16 13:50:43,Walmart,retail,"London, UK",mobile,0
TXN_0056338,CUST_01309,163.19,2026-01-24 19:39:00,Gas Station,retail,"New York, US",mobile,0
TXN_0079278,CUST_00655,53.27,2026-01-16 06:47:22,Walmart,entertainment,"London, UK",mobile,0
TXN_0005465,CUST_00620,51.08,2026-01-05 07:38:57,Gas Station,groceries,"London, UK",mobile,0
TXN_0070156,CUST_00945,8.9,2026-01-25 11:04:23,Amazon,entertainment,"New York, US",desktop,0
TXN_0070670,CUST_00863,37.29,2026-01-08 12:12:22,Netflix,retail,"London, UK",mobile,0
TXN_0056014,CUST_00784,24.92,2026-01-02 19:04:10,Gas Station,entertainment,"Mumbai, IN",mobile,0
TXN_0012086,CUST_00977,45.79,2026-02-01 12:31:16,Walmart,retail,"London, UK",mobile,0
TXN_0056819,CUST_00331,9.98,2026-01-31 09:45:43,Amazon,retail,"New York, US",mobile,0
TXN_0020001,CUST_01857,138.87,2026-01-31 17:53:00,Amazon,retail,"London, UK",mobile,0
TXN_0069067,CUST_01163,34.82,2026-01-24 22:34:24,Gas Station,entertainment,"London, UK",mobile,0
TXN_0050453,CUST_01482,53.96,2026-01-23 11:01:12,Amazon,groceries,"New York, US",desktop,0
TXN_0090710,CUST_01772,10.51,2026-01-05 09:27:21,Gas Station,retail,"London, UK",mobile,0
TXN_0052885,CUST_01726,136.4,2026-02-07 18:20:26,Amazon,entertainment,"London, UK",mobile,0
TXN_0030964,CUST_00623,27.74,2026-02-08 08:14:26,Apple,travel,"London, UK",desktop,0
TXN_0034574,CUST_01753,64.04,2026-02-03 16:44:26,Netflix,retail,"Mumbai, IN",desktop,0
TXN_0015295,CUST_01836,25.4,2026-01-17 20:20:29,Walmart,groceries,"London, UK",mobile,0
TXN_0027919,CUST_01323,21.08,2026-02-09 16:27:01,Walmart,retail,"New York, US",desktop,0
TXN_0046121,CUST_00542,59.23,2026-01-17 13:59:33,Walmart,retail,"Mumbai, IN",mobile,0
TXN_0035074,CUST_01508,15.21,2026-02-18 17:23:29,Apple,entertainment,"London, UK",mobile,0
TXN_0010551,CUST_01426,35.28,2026-02-08 07:40:53,Apple,groceries,"Mumbai, IN",mobile,0
TXN_0091128,CUST_01157,13.07,2026-01-31 09:24:32,Apple,retail,"London, UK",pos_terminal,0
TXN_0000691,CUST_01040,5.62,2026-02-19 12:11:13,Netflix,entertainment,"Mumbai, IN",mobile,0
TXN_0077730,CUST_01529,68.92,2026-01-10 18:16:11,Netflix,groceries,"London, UK",mobile,0
TXN_0036097,CUST_00260,185.45,2026-02-12 16:45:18,Walmart,travel,"Mumbai, IN",mobile,0
TXN_0065352,CUST_01744,64.27,2026-01-04 18:24:47,Amazon,entertainment,"London, UK",pos_terminal,0
TXN_0011041,CUST_01971,57.44,2026-02-22 21:08:54,Gas Station,travel,"New York, US",pos_terminal,0
TXN_0004222,CUST_00837,59.92,2026-01-03 07:49:25,Netflix,entertainment,"New York, US",mobile,0
TXN_0000822,CUST_01168,45.89,2026-01-10 07:14:59,Uber,groceries,"New York, US",mobile,0
TXN_0038129,CUST_01183,12.78,2026-03-01 08:06:25,Uber,entertainment,"New York, US",desktop,0
TXN_0089152,CUST_00538,48.65,2026-02-17 13:03:25,Netflix,groceries,"Mumbai, IN",desktop,0
TXN_0029232,CUST_01273,31.99,2026-02-19 11:59:45,Walmart,groceries,"Mumbai, IN",desktop,0
TXN_0050557,CUST_00678,17.41,2026-01-29 13:38:12,Netflix,retail,"New York, US",pos_terminal,0
TXN_0033685,CUST_01953,20.17,2026-02-16 11:31:11,Walmart,groceries,"Mumbai, IN",mobile,0
TXN_0058754,CUST_00416,33.06,2026-02-09 09:05:53,Gas Station,entertainment,"London, UK",mobile,0
TXN_0027023,CUST_01540,19.55,2026-02-07 06:23:42,Gas Station,travel,"London, UK",desktop,0
TXN_0036906,CUST_00022,13.22,2026-01-20 13:33:07,Uber,retail,"New York, US",mobile,0
TXN_0000271,CUST_01716,172.32,2026-01-28 20:52:21,Apple,retail,"New York, US",mobile,0
TXN_0008867,CUST_00542,103.78,2026-03-01 09:01:00,Netflix,entertainment,"New York, US",desktop,0
TXN_0015007,CUST_01155,35.89,2026-01-10 18:29:32,Netflix,travel,"London, UK",mobile,0
TXN_0004689,CUST_00817,81.79,2026-01-23 07:40:59,Netflix,travel,"New York, US",mobile,0
TXN_0081996,CUST_01867,53.49,2026-02-19 06:37:07,Apple,entertainment,"Mumbai, IN",desktop,0
TXN_0084373,CUST_01753,133.21,2026-01-05 21:39:49,Uber,retail,"London, UK",desktop,0
TXN_0002515,CUST_00116,62.56,2026-02-09 08:43:36,Uber,retail,"New York, US",desktop,0
TXN_0036400,CUST_01463,9.92,2026-01-10 15:53:21,Amazon,entertainment,"Mumbai, IN",mobile,0
TXN_0038869,CUST_00525,11.08,2026-02-28 22:21:20,Netflix,travel,"Mumbai, IN",mobile,0
TXN_0058245,CUST_00759,83.99,2026-01-28 21:10:50,Gas Station,retail,"London, UK",mobile,0
TXN_0030410,CUST_01427,136.75,2026-01-10 15:24:54,Uber,entertainment,"Mumbai, IN",pos_terminal,0
TXN_0054795,CUST_01942,21.36,2026-01-24 13:29:38,Apple,groceries,"Mumbai, IN",mobile,0
TXN_0019264,CUST_00697,64.09,2026-02-05 11:49:06,Apple,retail,"Mumbai, IN",mobile,0
TXN_0083910,CUST_00839,11.34,2026-01-16 17:10:01,Apple,groceries,"London, UK",mobile,0
TXN_0026974,CUST_01772,19.04,2026-02-14 14:07:32,Gas Station,retail,"New York, US",mobile,0
TXN_0007130,CUST_00608,10.04,2026-01-11 13:50:43,Apple,groceries,"Mumbai, IN",mobile,0
TXN_0007145,CUST_00628,77.32,2026-01-23 20:36:23,Apple,travel,"London, UK",mobile,0
TXN_0045466,CUST_01716,74.58,2026-02-21 13:19:05,Gas Station,retail,"London, UK",mobile,0
TXN_0001967,CUST_01509,13.62,2026-02-06 10:37:24,Gas Station,groceries,"New York, US",mobile,0
TXN_0015153,CUST_01441,77.31,2026-02-04 20:20:08,Amazon,groceries,"New York, US",desktop,0
TXN_0019114,CUST_00290,101.34,2026-02-01 07:28:16,Uber,groceries,"New York, US",mobile,0
TXN_0076207,CUST_00434,26.14,2026-02-24 12:45:13,Gas Station,groceries,"London, UK",pos_terminal,0
TXN_0032142,CUST_01023,25.87,2026-01-24 22:59:51,Apple,groceries,"New York, US",desktop,0
TXN_0021935,CUST_00382,46.95,2026-02-04 09:44:49,Netflix,groceries,"London, UK",mobile,0
TXN_0040360,CUST_00156,47.71,2026-01-14 16:54:31,Apple,retail,"London, UK",mobile,0
TXN_0053842,CUST_00040,42.75,2026-02-02 19:52:54,Amazon,groceries,"Mumbai, IN",mobile,0
TXN_0009163,CUST_01373,13.62,2026-01-27 21:29:52,Gas Station,travel,"Mumbai, IN",mobile,0
TXN_0087844,CUST_01600,13.2,2026-01-02 13:20:31,Walmart,entertainment,"New York, US",mobile,0
TXN_0037630,CUST_00521,7.45,2026-02-27 14:28:25,Walmart,retail,"Mumbai, IN",desktop,0
TXN_0083305,CUST_00799,32.15,2026-01-20 09:01:17,Apple,travel,"London, UK",pos_terminal,0
TXN_0066270,CUST_00123,102.06,2026-01-07 08:41:46,Walmart,retail,"Mumbai, IN",mobile,0
TXN_0034654,CUST_01603,34.43,2026-01-22 10:30:50,Apple,travel,"Mumbai, IN",mobile,0
TXN_0041963,CUST_01974,41.57,2026-01-19 10:18:46,Walmart,retail,"Mumbai, IN",desktop,0
TXN_0039591,CUST_01163,18.15,2026-02-06 07:47:01,Walmart,travel,"London, UK",desktop,0
TXN_0081036,CUST_01178,145.92,2026-01-02 14:21:44,Walmart,groceries,"Mumbai, IN",desktop,0
